precinto,unidad,colegio,registrados
87,5,5,585
87,6,1,621
87,6,2,621
87,6,3,621
87,6,4,620
87,74,1,0
87,74,2,0
87,74,3,0
87,75,1,0
87,77,1,0
87,77,2,0
87,77,3,0
87,77,4,0
87,77,5,0
87,78,1,0
87,78,2,0
87,78,3,0
88,1,1,482
88,1,2,482
88,1,3,482
88,2,1,605
88,2,2,605
88,2,3,605
88,3,1,323
88,3,2,323
88,4,1,464
88,4,2,464
88,4,3,464
88,4,4,463
88,5,1,535
88,6,1,414
88,6,2,415
88,7,1,524
88,7,2,524
88,7,3,523
88,8,1,543
88,8,2,543
88,8,3,544
88,9,1,551
88,9,2,551
88,9,3,552
88,10,1,573
88,10,2,573
88,10,3,573
88,11,1,552
88,11,2,552
88,11,3,552
88,11,4,554
88,12,1,525
88,12,2,525
88,12,3,525
88,12,4,525
88,12,5,524
88,13,1,503
88,13,2,503
88,13,3,503
88,13,4,502
88,14,1,548
88,14,2,548
88,15,1,525
88,15,2,525
88,15,3,525
88,15,4,525
88,15,5,526
88,74,1,0
88,74,2,0
88,74,3,0
88,75,1,0
88,75,2,0
88,75,3,0
88,77,1,0
88,77,2,0
88,77,3,0
88,77,4,0
88,77,5,0
88,78,1,0
88,78,2,0
88,78,3,0
89,1,1,563
89,1,2,563
89,1,3,563
89,1,4,563
89,1,5,563
89,1,6,563
89,2,1,330
89,2,2,330
89,3,1,614
89,3,2,615
89,4,1,553
89,4,2,553
89,4,3,553
89,4,4,554
89,5,1,593
89,5,2,593
89,5,3,593
89,5,4,593
89,5,5,594
89,6,1,489
89,6,2,489
89,7,1,420
89,7,2,421
89,8,1,593
89,8,2,593
89,8,3,593
89,8,4,593
89,9,1,484
89,9,2,484
89,9,3,484
89,9,4,484
89,9,5,484
89,10,1,590
89,10,2,590
89,10,3,590
89,10,4,590
89,10,5,591
89,74,1,0
89,74,2,0
89,74,3,0
89,74,4,0
89,74,5,0
89,75,1,0
89,75,2,0
89,77,1,0
89,77,2,0
89,77,3,0
89,77,4,0
89,77,5,0
89,78,1,0
89,78,2,0
89,78,3,0
90,1,1,409
90,1,2,409
90,2,1,578
90,2,2,578
90,2,3,578
90,3,1,392
90,4,1,406
90,4,2,406
90,4,3,406
90,5,1,233
90,74,1,0
90,75,1,0
90,77,1,0
90,77,2,0
90,77,3,0
90,77,4,0
90,77,5,0
90,78,1,0
90,78,2,0
90,78,3,0
91,1,1,554
91,1,2,554
91,1,3,554
91,1,4,554
91,2,1,359
91,3,1,366
91,4,1,308
91,5,1,424
91,5,2,424
91,5,3,423
91,6,1,60
91,7,1,348
91,7,2,347
91,8,1,510
91,9,1,424
91,10,1,372
91,11,1,540
91,11,2,540
91,11,3,539
91,12,1,482
91,12,2,482
91,12,3,482
91,12,4,483
91,13,1,394
91,14,1,349
91,14,2,349
91,15,1,404
91,15,2,404
91,16,1,330
91,16,2,331
91,17,1,350
91,17,2,351
91,74,1,0
91,74,2,0
91,74,3,0
91,74,4,0
91,75,1,0
91,75,2,0
91,75,3,0
91,75,4,0
91,77,1,0
91,77,2,0
91,77,3,0
91,77,4,0
91,77,5,0
91,78,1,0
91,78,2,0
91,78,3,0
92,1,1,365
92,2,1,558
92,2,2,558
92,2,3,558
92,2,4,558
92,2,5,556
92,3,1,573
92,4,1,397
92,5,1,476
92,5,2,475
92,6,1,461
92,6,2,461
92,7,1,414
92,7,2,414
92,8,1,489
92,8,2,489
92,8,3,488
92,9,1,552
92,74,1,0
92,75,1,0
92,77,1,0
92,77,2,0
92,77,3,0
92,77,4,0
92,77,5,0
92,78,1,0
92,78,2,0
92,78,3,0
92,79,1,0
93,1,1,492
93,1,2,492
93,1,3,493
93,2,1,402
93,2,2,402
93,3,1,498
93,3,2,498
93,3,3,498
93,3,4,500
93,4,1,527
93,4,2,527
93,4,3,527
93,4,4,527
93,4,5,529
93,5,1,562
93,5,2,561
93,6,1,584
93,6,2,584
93,6,3,583
93,7,1,476
93,7,2,475
93,8,1,574
93,8,2,573
93,9,1,404
93,9,2,404
93,9,3,403
93,10,1,498
93,10,2,498
93,10,3,498
93,10,4,496
93,11,1,561
93,11,2,561
93,11,3,561
93,11,4,562
93,12,1,507
93,12,2,507
93,12,3,508
93,13,1,491
93,13,2,491
93,14,1,600
93,15,1,492
93,15,2,492
93,15,3,492
93,15,4,493
93,16,1,555
93,16,2,555
93,16,3,555
93,16,4,555
93,16,5,555
93,16,6,553
93,74,1,0
93,74,2,0
93,74,3,0
93,74,4,0
93,74,5,0
93,74,6,0
93,74,7,0
93,75,1,0
93,75,2,0
93,77,1,0
93,77,2,0
93,77,3,0
93,77,4,0
93,77,5,0
93,78,1,0
93,78,2,0
93,78,3,0
94,1,1,534
94,1,2,533
94,2,1,310
94,3,1,528
94,3,2,528
94,3,3,529
94,4,1,618
94,4,2,617
94,5,1,590
94,5,2,591
94,6,1,575
94,6,2,575
94,7,1,574
94,7,2,574
94,7,3,573
94,8,1,618
94,8,2,619
94,9,1,463
94,9,2,463
94,10,1,427
94,10,2,427
94,10,3,426
94,11,1,494
94,11,2,494
94,11,3,494
94,12,1,350
94,12,2,350
94,13,1,498
94,13,2,499
94,14,1,422
94,14,2,422
94,15,1,645
94,15,2,645
94,15,3,645
94,15,4,645
94,16,1,552
94,16,2,552
94,16,3,552
94,16,4,552
94,16,5,552
94,17,1,502
94,17,2,502
94,17,3,501
94,18,1,326
94,18,2,326
94,19,1,538
94,19,2,538
94,19,3,539
94,20,1,519
94,20,2,519
94,20,3,520
94,21,1,551
94,21,2,551
94,21,3,551
94,22,1,548
94,22,2,548
94,23,1,541
94,23,2,541
94,23,3,541
94,23,4,541
94,23,5,542
94,24,1,348
94,24,2,347
94,25,1,446
94,25,2,446
94,25,3,447
94,26,1,481
94,26,2,481
94,26,3,481
94,26,4,481
94,74,1,0
94,74,2,0
94,74,3,0
94,74,4,0
94,74,5,0
94,74,6,0
94,74,7,0
94,74,8,0
94,75,1,0
94,75,2,0
94,77,1,0
94,77,2,0
94,77,3,0
94,77,4,0
94,77,5,0
94,78,1,0
94,78,2,0
94,78,3,0
94,79,1,0
94,79,2,0
95,1,1,629
95,1,2,629
95,1,3,629
95,1,4,629
95,1,5,629
95,1,6,630
95,2,1,515
95,2,2,515
95,3,1,494
95,3,2,494
95,3,3,493
95,4,1,374
95,4,2,373
95,5,1,498
95,5,2,497
95,6,1,574
95,6,2,575
95,7,1,436
95,7,2,436
95,7,3,436
95,8,1,466
95,8,2,466
95,8,3,466
95,9,1,526
95,9,2,527
95,10,1,468
95,10,2,469
95,11,1,519
95,11,2,519
95,12,1,493
95,12,2,493
95,12,3,493
95,74,1,0
95,74,2,0
95,74,3,0
95,74,4,0
95,74,5,0
95,74,6,0
95,75,1,0
95,77,1,0
95,77,2,0
95,77,3,0
95,77,4,0
95,77,5,0
95,78,1,0
95,78,2,0
95,78,3,0
96,1,1,512
96,1,2,512
96,1,3,512
96,1,4,512
96,2,1,524
96,2,2,525
96,3,1,504
96,3,2,503
96,4,1,398
96,4,2,399
96,5,1,560
96,5,2,560
96,74,1,0
96,74,2,0
96,75,1,0
96,77,1,0
96,77,2,0
96,77,3,0
96,77,4,0
96,77,5,0
96,78,1,0
96,78,2,0
96,78,3,0
96,79,1,0
97,1,1,480
97,1,2,480
97,2,1,394
97,2,2,393
97,74,1,0
97,75,1,0
97,75,2,0
97,77,1,0
97,77,2,0
97,77,3,0
97,77,4,0
97,77,5,0
97,78,1,0
97,78,2,0
97,78,3,0
98,1,1,622
98,1,2,622
98,1,3,622
98,1,4,620
98,2,1,521
98,3,1,609
98,3,2,609
98,4,1,135
98,5,1,523
98,5,2,523
98,5,3,523
98,5,4,522
98,6,1,551
98,6,2,551
98,6,3,552
98,7,1,510
98,7,2,511
98,74,1,0
98,74,2,0
98,74,3,0
98,74,4,0
98,74,5,0
98,74,6,0
98,75,1,0
98,75,2,0
98,77,1,0
98,77,2,0
98,77,3,0
98,77,4,0
98,77,5,0
98,78,1,0
98,78,2,0
98,78,3,0
99,1,1,623
99,1,2,623
99,1,3,623
99,2,1,666
99,2,2,666
99,3,1,660
99,3,2,660
99,3,3,660
99,3,4,660
99,4,1,659
99,5,1,674
99,5,2,674
99,5,3,674
99,5,4,675
99,6,1,557
99,6,2,557
99,6,3,557
99,6,4,557
99,6,5,557
99,7,1,612
99,7,2,612
99,7,3,612
99,7,4,612
99,8,1,402
99,8,2,403
99,9,1,574
99,9,2,574
99,9,3,574
99,9,4,574
99,9,5,575
99,10,1,550
99,10,2,550
99,10,3,549
99,11,1,451
99,11,2,451
99,12,1,595
99,12,2,595
99,74,1,0
99,74,2,0
99,74,3,0
99,74,4,0
99,74,5,0
99,74,6,0
99,75,1,0
99,75,2,0
99,77,1,0
99,77,2,0
99,77,3,0
99,77,4,0
99,77,5,0
99,78,1,0
99,78,2,0
99,78,3,0
100,1,1,619
100,1,2,619
100,2,1,396
100,3,1,489
100,4,1,555
100,4,2,555
100,4,3,556
100,5,1,578
100,5,2,578
100,5,3,578
100,5,4,579
100,6,1,436
100,6,2,436
100,6,3,436
100,7,1,511
100,7,2,511
100,7,3,510
100,8,1,484
100,8,2,484
100,8,3,483
100,9,1,465
100,9,2,465
100,10,1,636
100,10,2,636
100,10,3,636
100,74,1,0
100,74,2,0
100,74,3,0
100,74,4,0
100,74,5,0
100,74,6,0
100,74,7,0
100,75,1,0
100,75,2,0
100,77,1,0
100,77,2,0
100,77,3,0
100,77,4,0
100,77,5,0
100,78,1,0
100,78,2,0
100,78,3,0
101,1,1,502
101,1,2,502
101,1,3,502
101,1,4,502
101,2,1,646
101,2,2,646
101,2,3,647
101,3,1,558
101,3,2,559
101,4,1,412
101,4,2,412
101,74,1,0
101,74,2,0
101,74,3,0
101,74,4,0
101,75,1,0
101,75,2,0
101,75,3,0
101,77,1,0
101,77,2,0
101,77,3,0
101,77,4,0
101,77,5,0
101,78,1,0
101,78,2,0
101,78,3,0
102,1,1,382
102,1,2,382
102,2,1,457
102,3,1,569
102,3,2,569
102,3,3,569
102,3,4,569
102,4,1,535
102,4,2,535
102,4,3,535
102,4,4,535
102,4,5,535
102,5,1,579
102,5,2,579
102,5,3,579
102,5,4,579
102,5,5,579
102,5,6,580
102,6,1,335
102,6,2,335
102,7,1,620
102,7,2,619
102,8,1,606
102,8,2,606
102,8,3,606
102,8,4,606
102,8,5,606
102,8,6,606
102,8,7,606
102,8,8,606
102,9,1,421
102,10,1,485
102,10,2,485
102,10,3,485
102,11,1,487
102,11,2,487
102,12,1,579
102,12,2,579
102,12,3,579
102,12,4,579
102,12,5,579
102,12,6,579
102,12,7,580
102,13,1,594
102,13,2,594
102,14,1,596
102,14,2,596
102,14,3,596
102,74,1,0
102,74,2,0
102,74,3,0
102,74,4,0
102,74,5,0
102,74,6,0
102,74,7,0
102,74,8,0
102,74,9,0
102,74,10,0
102,74,11,0
102,74,12,0
102,74,13,0
102,74,14,0
102,74,15,0
102,74,16,0
102,74,17,0
102,75,1,0
102,75,2,0
102,75,3,0
102,77,1,0
102,77,2,0
102,77,3,0
102,77,4,0
102,77,5,0
102,78,1,0
102,78,2,0
102,78,3,0
102,79,1,0
103,1,1,519
103,1,2,519
103,1,3,519
103,1,4,519
103,1,5,520
103,2,1,452
103,2,2,452
103,2,3,453
103,3,1,454
103,3,2,454
103,3,3,454
103,3,4,455
103,4,1,499
103,4,2,499
103,4,3,499
103,4,4,500
103,5,1,425
103,5,2,425
103,5,3,424
103,6,1,559
103,6,2,559
103,6,3,559
103,6,4,559
103,6,5,559
103,6,6,560
103,7,1,644
103,7,2,645
103,8,1,547
103,8,2,547
103,8,3,547
103,9,1,479
103,9,2,479
103,9,3,479
103,9,4,478
103,74,1,0
103,74,2,0
103,74,3,0
103,74,4,0
103,74,5,0
103,74,6,0
103,75,1,0
103,75,2,0
103,77,1,0
103,77,2,0
103,77,3,0
103,77,4,0
103,77,5,0
103,78,1,0
103,78,2,0
103,78,3,0
103,79,1,0
104,1,1,460
104,1,2,461
104,2,1,451
104,2,2,451
104,2,3,452
104,3,1,530
104,3,2,530
104,3,3,530
104,3,4,532
104,4,1,590
104,4,2,590
104,5,1,601
104,5,2,601
104,5,3,600
104,6,1,483
104,6,2,483
104,6,3,483
104,6,4,483
104,6,5,483
104,6,6,481
104,7,1,543
104,8,1,493
104,8,2,493
104,8,3,493
104,8,4,494
104,74,1,0
104,74,2,0
104,74,3,0
104,74,4,0
104,74,5,0
104,74,6,0
104,74,7,0
104,74,8,0
104,74,9,0
104,75,1,0
104,77,1,0
104,77,2,0
104,77,3,0
104,77,4,0
104,77,5,0
104,78,1,0
104,78,2,0
104,78,3,0
105,1,1,535
105,2,1,559
105,2,2,559
105,2,3,559
105,2,4,559
105,2,5,559
105,2,6,558
105,3,1,643
105,3,2,643
105,3,3,642
105,4,1,552
105,4,2,552
105,4,3,552
105,4,4,554
105,5,1,592
105,5,2,592
105,5,3,592
105,5,4,592
105,5,5,594
105,6,1,585
105,6,2,585
105,6,3,584
105,7,1,532
105,7,2,532
105,7,3,532
105,7,4,532
105,7,5,534
105,74,1,0
105,74,2,0
105,74,3,0
105,74,4,0
105,74,5,0
105,74,6,0
105,74,7,0
105,74,8,0
105,75,1,0
105,75,2,0
105,77,1,0
105,77,2,0
105,77,3,0
105,77,4,0
105,77,5,0
105,78,1,0
105,78,2,0
105,78,3,0
106,1,1,548
106,1,2,548
106,1,3,547
106,2,1,553
106,2,2,553
106,2,3,553
106,2,4,553
106,2,5,553
106,2,6,553
106,3,1,564
106,3,2,564
106,3,3,564
106,3,4,564
106,3,5,564
106,3,6,567
106,4,1,515
106,4,2,515
106,4,3,515
106,4,4,515
106,4,5,513
106,5,1,516
106,5,2,516
106,5,3,515
106,6,1,564
106,6,2,565
106,7,1,534
106,7,2,534
106,7,3,534
106,8,1,592
106,8,2,592
106,8,3,592
106,8,4,592
106,8,5,592
106,8,6,595
106,9,1,604
106,9,2,604
106,9,3,604
106,9,4,604
106,9,5,606
106,74,1,0
106,74,2,0
106,74,3,0
106,74,4,0
106,75,1,0
106,75,2,0
106,75,3,0
106,77,1,0
106,77,2,0
106,77,3,0
106,77,4,0
106,77,5,0
106,78,1,0
106,78,2,0
106,78,3,0
106,79,1,0
107,1,1,568
107,1,2,568
107,1,3,568
107,1,4,568
107,1,5,568
107,1,6,568
107,1,7,567
107,2,1,522
107,2,2,522
107,2,3,522
107,2,4,521
107,3,1,564
107,3,2,564
107,3,3,564
107,3,4,564
107,3,5,564
107,3,6,564
107,3,7,565
107,4,1,634
107,4,2,634
107,4,3,634
107,4,4,634
107,4,5,634
107,4,6,634
107,4,7,637
107,5,1,640
107,5,2,640
107,5,3,640
107,5,4,639
107,6,1,545
107,6,2,545
107,6,3,545
107,6,4,546
107,7,1,455
107,7,2,455
107,7,3,455
107,7,4,455
107,8,1,557
107,8,2,557
107,8,3,557
107,9,1,588
107,9,2,588
107,9,3,588
107,9,4,588
107,9,5,588
107,9,6,588
107,9,7,588
107,9,8,587
107,10,1,574
107,10,2,574
107,10,3,574
107,10,4,574
107,10,5,574
107,10,6,574
107,10,7,574
107,10,8,577
107,74,1,0
107,74,2,0
107,74,3,0
107,74,4,0
107,74,5,0
107,74,6,0
107,74,7,0
107,74,8,0
107,74,9,0
107,75,1,0
107,77,1,0
107,77,2,0
107,77,3,0
107,77,4,0
107,77,5,0
107,78,1,0
107,78,2,0
107,78,3,0
108,1,1,596
108,1,2,596
108,1,3,596
108,1,4,596
108,1,5,596
108,1,6,596
108,1,7,596
108,2,1,558
108,2,2,558
108,2,3,558
108,2,4,556
108,3,1,615
108,3,2,615
108,3,3,615
108,4,1,551
108,4,2,551
108,4,3,551
108,4,4,551
108,4,5,551
108,4,6,551
108,4,7,551
108,4,8,552
108,5,1,621
108,5,2,621
108,6,1,523
108,6,2,523
108,6,3,523
108,6,4,522
108,7,1,572
108,7,2,572
108,7,3,572
108,7,4,572
108,7,5,572
108,7,6,573
108,8,1,546
108,8,2,546
108,8,3,546
108,8,4,546
108,8,5,546
108,8,6,548
108,9,1,495
108,9,2,495
108,9,3,494
108,10,1,486
108,10,2,486
108,10,3,486
108,10,4,487
108,11,1,554
108,11,2,554
108,11,3,554
108,11,4,554
108,11,5,553
108,12,1,471
108,12,2,471
108,12,3,471
108,12,4,471
108,13,1,544
108,13,2,544
108,13,3,545
108,14,1,618
108,14,2,618
108,14,3,618
108,14,4,618
108,14,5,618
108,14,6,618
108,15,1,627
108,15,2,627
108,15,3,627
108,15,4,627
108,15,5,629
108,16,1,624
108,16,2,624
108,16,3,624
108,16,4,624
108,16,5,624
108,17,1,393
108,17,2,393
108,18,1,504
108,18,2,504
108,18,3,504
108,18,4,505
108,19,1,502
108,19,2,502
108,19,3,502
108,19,4,502
108,19,5,504
108,20,1,585
108,20,2,585
108,20,3,585
108,20,4,585
108,20,5,586
108,74,1,0
108,74,2,0
108,74,3,0
108,74,4,0
108,74,5,0
108,74,6,0
108,74,7,0
108,74,8,0
108,74,9,0
108,74,10,0
108,74,11,0
108,75,1,0
108,75,2,0
108,75,3,0
108,77,1,0
108,77,2,0
108,77,3,0
108,77,4,0
108,77,5,0
108,78,1,0
108,78,2,0
108,78,3,0
108,79,1,0
108,79,2,0
108,79,3,0
108,79,4,0
109,1,1,352
109,1,2,352
109,2,1,570
109,2,2,570
109,2,3,570
109,2,4,569
109,3,1,505
109,3,2,505
109,3,3,505
109,3,4,505
109,3,5,505
109,3,6,505
109,3,7,505
109,3,8,505
109,3,9,505
109,3,10,509
109,4,1,618
109,4,2,618
109,4,3,618
109,4,4,618
109,4,5,618
109,4,6,619
109,5,1,608
109,5,2,608
109,5,3,608
109,5,4,608
109,5,5,608
109,5,6,610
109,6,1,411
109,6,2,411
109,7,1,640
109,7,2,640
109,7,3,640
109,7,4,640
109,7,5,640
109,8,1,495
109,8,2,495
109,8,3,496
109,74,1,0
109,74,2,0
109,74,3,0
109,74,4,0
109,74,5,0
109,75,1,0
109,75,2,0
109,75,3,0
109,77,1,0
109,77,2,0
109,77,3,0
109,77,4,0
109,77,5,0
109,78,1,0
109,78,2,0
109,78,3,0
109,79,1,0
110,1,1,503
110,2,1,574
110,2,2,574
110,2,3,574
110,2,4,574
110,2,5,574
110,3,1,517
110,3,2,517
110,3,3,517
110,3,4,517
110,3,5,517
110,3,6,517
110,3,7,518
110,4,1,377
110,4,2,377
110,5,1,583
110,5,2,583
110,5,3,583
110,5,4,583
110,5,5,583
110,5,6,583
110,5,7,583
110,5,8,583
110,5,9,583
110,5,10,587
110,6,1,576
110,6,2,576
110,6,3,576
110,6,4,576
110,6,5,576
110,6,6,578
110,7,1,531
110,7,2,531
110,7,3,531
110,7,4,531
110,7,5,531
110,8,1,431
110,8,2,431
110,8,3,432
110,9,1,443
110,9,2,443
110,9,3,443
110,9,4,444
110,74,1,0
110,74,2,0
110,74,3,0
110,74,4,0
110,74,5,0
110,74,6,0
110,75,1,0
110,75,2,0
110,75,3,0
110,77,1,0
110,77,2,0
110,77,3,0
110,77,4,0
110,77,5,0
110,78,1,0
110,78,2,0
110,78,3,0
110,79,1,0
